city,state_id,state_name,county_name,population
Carbondale,CO,Colorado,Garfield,6251
Silt,CO,Colorado,Garfield,5600
Minturn,CO,Colorado,Eagle,4304
Vail,CO,Colorado,Eagle,3386
Montezuma,CO,Colorado,Summit,252
Silverthorne,CO,Colorado,Summit,2136
Morrison,CO,Colorado,Jefferson,1928
Mountain View,CO,Colorado,Jefferson,5621
Silver Plume,CO,Colorado,Clear Creek,2809
Scofield,UT,Utah,Carbon,785
Mayfield,UT,Utah,Sanpete,3478
Centerfield,UT,Utah,Sanpete,1974
Sterling,UT,Utah,Sanpete,6930
Wales,UT,Utah,Sanpete,4253
Alleghany,CA,California,Sierra,2727
Calpine,CA,California,Sierra,2510
Clawson,UT,Utah,Emery,4072
Cleveland,UT,Utah,Emery,4297
Fairland,IN,Indiana,Shelby,4851
Dobbins,CA,California,Yuba,3657
Seibert,CO,Colorado,Kit Carson,5455
Stratton,CO,Colorado,Kit Carson,201
Vona,CO,Colorado,Kit Carson,3221
Parker,CO,Colorado,Douglas,776
Castle Rock,CO,Colorado,Douglas,5001
Castle Pines,CO,Colorado,Douglas,1066
Simla,CO,Colorado,Elbert,130
Lynndyl,UT,Utah,Millard,4222
Meadow,UT,Utah,Millard,5247
Oak City,UT,Utah,Millard,1668
Scipio,UT,Utah,Millard,4957
Truckee,CA,California,Nevada,1392
Castle Valley,UT,Utah,Grand,6505
College City,CA,California,Colusa,2077
Palisade,CO,Colorado,Mesa,124
Collbran,CO,Colorado,Mesa,6307
Snowmass Village,CO,Colorado,Pitkin,5427
Marble,CO,Colorado,Gunnison,6507
Mount Crested Butte,CO,Colorado,Gunnison,4302
Pitkin,CO,Colorado,Gunnison,2425
Orchard City,CO,Colorado,Delta,6313
Paonia,CO,Colorado,Delta,2681
Cedaredge,CO,Colorado,Delta,3342
Monument,CO,Colorado,El Paso,6244
Palmer Lake,CO,Colorado,El Paso,386
Calhan,CO,Colorado,El Paso,3036
Camino,CA,California,El Dorado,2432
Coloma,CA,California,El Dorado,4900
Central Valley,UT,Utah,Sevier,3978
Sigurd,UT,Utah,Sevier,1515
Cheyenne Wells,CO,Colorado,Cheyenne,4219
Three Creeks,MO,Missouri,Warren,5812
Clarksburg,CA,California,Yolo,2619
Windsor,CA,California,Sonoma,3435
Bloomfield,CA,California,Sonoma,619
Bodega,CA,California,Sonoma,3331
Carmet,CA,California,Sonoma,3624
Cazadero,CA,California,Sonoma,6402
Riverview Estates,MO,Missouri,Cass,2627
Antelope,CA,California,Sacramento,5291
Clay,CA,California,Sacramento,3582
Courtland,CA,California,Sacramento,5430
Mammoth Lakes,CA,California,Mono,2686
Aspen Springs,CA,California,Mono,2855
Benton,CA,California,Mono,6040
Bridgeport,CA,California,Mono,1263
Chalfant,CA,California,Mono,3324
Coleville,CA,California,Mono,5283
Buena Vista,CA,California,Amador,6167
Camanche North Shore,CA,California,Amador,587
Camanche Village,CA,California,Amador,3279
Coal Creek,CO,Colorado,Fremont,370
Williamsburg,CO,Colorado,Fremont,3327
Naturita,CO,Colorado,Montrose,4935
Nucla,CO,Colorado,Montrose,2885
Olathe,CO,Colorado,Montrose,1836
Sheridan Lake,CO,Colorado,Kiowa,5020
Minersville,UT,Utah,Beaver,6160
Allendale,CA,California,Solano,3261
Olney Springs,CO,Colorado,Crowley,3867
Ordway,CO,Colorado,Crowley,5683
Sugar City,CO,Colorado,Crowley,2508
Marysvale,UT,Utah,Piute,4402
Circleville,UT,Utah,Piute,5600
Torrey,UT,Utah,Wayne,5880
Moffat,CO,Colorado,Saguache,4141
Center,CO,Colorado,Saguache,6980
Cedar Ridge,CA,California,Tuolumne,5606
Corte Madera,CA,California,Marin,4923
San Anselmo,CA,California,Marin,6557
Tiburon,CA,California,Marin,1241
Collierville,CA,California,San Joaquin,1326
Wiley,CO,Colorado,Prowers,1222
Silver Cliff,CO,Colorado,Custer,720
Westcliffe,CO,Colorado,Custer,741
Manzanola,CO,Colorado,Otero,2692
Cheraw,CO,Colorado,Otero,6522
Swink,CO,Colorado,Otero,6934
Richland,IN,Indiana,Spencer,3089
Cannonville,UT,Utah,Garfield,1308
Tropic,UT,Utah,Garfield,52
Mountain Village,CO,Colorado,San Miguel,6460
Norwood,CO,Colorado,San Miguel,6526
Ophir,CO,Colorado,San Miguel,4105
Sawpit,CO,Colorado,San Miguel,6792
Telluride,CO,Colorado,San Miguel,424
Paragonah,UT,Utah,Iron,2572
Moraga,CA,California,Contra Costa,5940
Crows Landing,CA,California,Stanislaus,6626
Silverton,CO,Colorado,San Juan,2534
Bear Valley,CA,California,Mariposa,6632
Buck Meadows,CA,California,Mariposa,4816
Catheys Valley,CA,California,Mariposa,2817
South Fork,CO,Colorado,Rio Grande,2554
Cokedale,CO,Colorado,Las Animas,270
Starkville,CO,Colorado,Las Animas,2231
Colma,CA,California,San Mateo,3172
Woodside,CA,California,San Mateo,6064
San Luis,CO,Colorado,Costilla,131
Campo,CO,Colorado,Baca,5869
Springfield,CO,Colorado,Baca,3391
Two Buttes,CO,Colorado,Baca,6941
Vilas,CO,Colorado,Baca,1508
Walsh,CO,Colorado,Baca,4924
Mancos,CO,Colorado,Montezuma,3851
Ballico,CA,California,Merced,6506
Cressey,CA,California,Merced,2743
New Harmony,UT,Utah,Washington,53
Springdale,UT,Utah,Washington,2337
Toquerville,UT,Utah,Washington,1449
Virgin,UT,Utah,Washington,1417
Calwa,CA,California,Fresno,1364
Centerville,CA,California,Fresno,4552
Orderville,UT,Utah,Kane,3451
Pagosa Springs,CO,Colorado,Archuleta,1880
Manassa,CO,Colorado,Conejos,1716
Sanford,CO,Colorado,Conejos,6703
Bonny Doon,CA,California,Santa Cruz,6390
Brookdale,CA,California,Santa Cruz,4077
Davenport,CA,California,Santa Cruz,3305
Pinetop-Lakeside,AZ,Arizona,Navajo,4123
Snowflake,AZ,Arizona,Navajo,1896
Taylor,AZ,Arizona,Navajo,159
Clay Springs,AZ,Arizona,Navajo,841
Fort Apache,AZ,Arizona,Navajo,6530
Hon-Dah,AZ,Arizona,Navajo,6566
Indian Wells,AZ,Arizona,Navajo,1392
Joseph City,AZ,Arizona,Navajo,4983
Lake of the Woods,AZ,Arizona,Navajo,4489
Linden,AZ,Arizona,Navajo,4093
Low Mountain,AZ,Arizona,Navajo,4863
Pinedale,AZ,Arizona,Navajo,2773
Seba Dalkai,AZ,Arizona,Navajo,2762
Sun Valley,AZ,Arizona,Navajo,2608
Tees Toh,AZ,Arizona,Navajo,6202
White Cone,AZ,Arizona,Navajo,3328
White Mountain Lake,AZ,Arizona,Navajo,1130
Woodruff,AZ,Arizona,Navajo,6107
Doney Park,AZ,Arizona,Coconino,2793
Fort Valley,AZ,Arizona,Coconino,305
Tolani Lake,AZ,Arizona,Coconino,3552
Valle,AZ,Arizona,Coconino,1898
New Alluwe,OK,Oklahoma,Nowata,1555
South Coffeyville,OK,Oklahoma,Nowata,66
Wann,OK,Oklahoma,Nowata,4130
Osage,OK,Oklahoma,Osage,929
Skiatook,OK,Oklahoma,Osage,2742
Webb City,OK,Oklahoma,Osage,679
Wynona,OK,Oklahoma,Osage,161
Capron,OK,Oklahoma,Woods,816
Welch,OK,Oklahoma,Craig,640
Ochelata,OK,Oklahoma,Washington,1257
Copan,OK,Oklahoma,Washington,69
Vera,OK,Oklahoma,Washington,2008
Manchester,OK,Oklahoma,Grant,1354
Nash,OK,Oklahoma,Grant,863
Wakita,OK,Oklahoma,Grant,4487
Byron,OK,Oklahoma,Alfalfa,4494
Carmen,OK,Oklahoma,Alfalfa,5538
North Miami,OK,Oklahoma,Ottawa,5526
Peoria,OK,Oklahoma,Ottawa,4753
Cardin,OK,Oklahoma,Ottawa,6734
Wyandotte,OK,Oklahoma,Ottawa,1203
May,OK,Oklahoma,Harper,1061
Chama,NM,New Mexico,Rio Arriba,4238
Springerville,AZ,Arizona,Apache,3442
Alpine,AZ,Arizona,Apache,2980
Concho,AZ,Arizona,Apache,6161
Cornfields,AZ,Arizona,Apache,4070
Cottonwood,AZ,Arizona,Apache,5229
Greer,AZ,Arizona,Apache,3177
Klagetoh,AZ,Arizona,Apache,3099
Lupton,AZ,Arizona,Apache,3450
Nutrioso,AZ,Arizona,Apache,1501
Red Rock,AZ,Arizona,Apache,6193
Sanders,AZ,Arizona,Apache,4903
Sehili,AZ,Arizona,Apache,939
Toyei,AZ,Arizona,Apache,4152
Vernon,AZ,Arizona,Apache,3621
Wide Ruins,AZ,Arizona,Apache,1035
Clayton,NM,New Mexico,Union,5684
Des Moines,NM,New Mexico,Union,131
Folsom,NM,New Mexico,Union,3742
Grenville,NM,New Mexico,Union,3638
Optima,OK,Oklahoma,Texas,5201
Texhoma,OK,Oklahoma,Texas,3050
Tyrone,OK,Oklahoma,Texas,1282
Taos,NM,New Mexico,Taos,3929
Questa,NM,New Mexico,Taos,1508
Springer,NM,New Mexico,Colfax,5064
Angel Fire,NM,New Mexico,Colfax,5844
Cimarron,NM,New Mexico,Colfax,2335
Eagle Nest,NM,New Mexico,Colfax,1393
Maxwell,NM,New Mexico,Colfax,123
Mooreland,OK,Oklahoma,Woodward,6630
Mutual,OK,Oklahoma,Woodward,6618
Sharon,OK,Oklahoma,Woodward,5358
Oaks,OK,Oklahoma,Delaware,5233
Colcord,OK,Oklahoma,Delaware,5873
West Siloam Springs,OK,Oklahoma,Delaware,5576
Marland,OK,Oklahoma,Noble,427
Morrison,OK,Oklahoma,Noble,3787
Oologah,OK,Oklahoma,Rogers,2924
Chelsea,OK,Oklahoma,Rogers,2142
Talala,OK,Oklahoma,Rogers,2061
Verdigris,OK,Oklahoma,Rogers,3348
North Enid,OK,Oklahoma,Garfield,1419
Carrier,OK,Oklahoma,Garfield,63
Waukomis,OK,Oklahoma,Garfield,6863
Shattuck,OK,Oklahoma,Ellis,2123
Maramec,OK,Oklahoma,Pawnee,1413
Skedee,OK,Oklahoma,Pawnee,3412
Terlton,OK,Oklahoma,Pawnee,5647
Westport,OK,Oklahoma,Pawnee,1809
Butner,NC,North Carolina,Granville,5936
Pensacola,OK,Oklahoma,Mayes,6458
Chouteau,OK,Oklahoma,Mayes,6188
Salina,OK,Oklahoma,Mayes,1371
Spavinaw,OK,Oklahoma,Mayes,1210
Sportsmen Acres,OK,Oklahoma,Mayes,3629
Strang,OK,Oklahoma,Mayes,3541
Meno,OK,Oklahoma,Major,6472
Cleo Springs,OK,Oklahoma,Major,1665
Texline,TX,Texas,Dallam,1469
Cherokee City,AR,Arkansas,Benton,4542
Hiwasse,AR,Arkansas,Benton,4320
Maysville,AR,Arkansas,Benton,1046
Sperry,OK,Oklahoma,Tulsa,6618
Wagon Mound,NM,New Mexico,Mora,4366
Mulhall,OK,Oklahoma,Payne,2939
Corrales,NM,New Mexico,Sandoval,4993
Cuba,NM,New Mexico,Sandoval,1772
Jemez Springs,NM,New Mexico,Sandoval,2074
San Ysidro,NM,New Mexico,Sandoval,6925
Mosquero,NM,New Mexico,Harding,5447
Roy,NM,New Mexico,Harding,2358
Okarche,OK,Oklahoma,Kingfisher,104
Cashion,OK,Oklahoma,Kingfisher,3967
Marshall,OK,Oklahoma,Logan,4194
Meridian,OK,Oklahoma,Logan,5064
Orlando,OK,Oklahoma,Logan,3332
Cimarron City,OK,Oklahoma,Logan,4574
Okeene,OK,Oklahoma,Blaine,4945
Canton,OK,Oklahoma,Blaine,6281
Oakwood,OK,Oklahoma,Dewey,6694
Camargo,OK,Oklahoma,Dewey,1450
Taloga,OK,Oklahoma,Dewey,2115
Vici,OK,Oklahoma,Dewey,4660
Mannford,OK,Oklahoma,Creek,3555
Mounds,OK,Oklahoma,Creek,5288
Shamrock,OK,Oklahoma,Creek,2406
Slick,OK,Oklahoma,Creek,6375
Okay,OK,Oklahoma,Wagoner,4386
Tullahassee,OK,Oklahoma,Wagoner,1242
Watts,OK,Oklahoma,Adair,2505
Westville,OK,Oklahoma,Adair,3366
Sanford,TX,Texas,Hutchinson,3566
Midway,NC,North Carolina,Davidson,4858
Cheyenne,OK,Oklahoma,Roger Mills,6104
Strong City,OK,Oklahoma,Roger Mills,254
Meeker,OK,Oklahoma,Lincoln,3576
Carney,OK,Oklahoma,Lincoln,5150
Sparks,OK,Oklahoma,Lincoln,4475
Tryon,OK,Oklahoma,Lincoln,4277
Warwick,OK,Oklahoma,Lincoln,338
Wellston,OK,Oklahoma,Lincoln,1672
Pecos,NM,New Mexico,San Miguel,2215
Schulter,OK,Oklahoma,Okmulgee,4349
Winchester,OK,Oklahoma,Okmulgee,5457
Oktaha,OK,Oklahoma,Muskogee,4444
Summit,OK,Oklahoma,Muskogee,3845
Taft,OK,Oklahoma,Muskogee,5972
Wainwright,OK,Oklahoma,Muskogee,6777
Warner,OK,Oklahoma,Muskogee,831
Webbers Falls,OK,Oklahoma,Muskogee,6652
Yucca Valley,CA,California,San Bernardino,2141
Avilla Beach,CA,California,San Luis Obispo,2562
House,NM,New Mexico,Quay,242
Logan,NM,New Mexico,Quay,4705
San Jon,NM,New Mexico,Quay,3218
Calumet,OK,Oklahoma,Canadian,1125
Union City,OK,Oklahoma,Canadian,5209
Smith Village,OK,Oklahoma,Oklahoma,2132
Valley Brook,OK,Oklahoma,Oklahoma,4612
Woodlawn Park,OK,Oklahoma,Oklahoma,2037
Marble City,OK,Oklahoma,Sequoyah,1639
Moffett,OK,Oklahoma,Sequoyah,1129
Muldrow,OK,Oklahoma,Sequoyah,5695
Paradise Hill,OK,Oklahoma,Sequoyah,2209
Vian,OK,Oklahoma,Sequoyah,5588
Paden,OK,Oklahoma,Okfuskee,875
Castle,OK,Oklahoma,Okfuskee,6375
Clearview,OK,Oklahoma,Okfuskee,1434
Weleetka,OK,Oklahoma,Okfuskee,3337
Panhandle,TX,Texas,Carson,1358
Skellytown,TX,Texas,Carson,1631
White Deer,TX,Texas,Carson,2387
McLean,TX,Texas,Gray,3466
Stidham,OK,Oklahoma,McIntosh,6620
Carnegie,OK,Oklahoma,Caddo,2931
Cement,OK,Oklahoma,Caddo,5518
Camp Verde,AZ,Arizona,Yavapai,2737
Chino Valley,AZ,Arizona,Yavapai,2851
Clarkdale,AZ,Arizona,Yavapai,2020
Carter,OK,Oklahoma,Beckham,2709
Sweetwater,OK,Oklahoma,Beckham,6284
Texola,OK,Oklahoma,Beckham,2080
Sasakwa,OK,Oklahoma,Seminole,1354
Canute,OK,Oklahoma,Washita,2602
Colony,OK,Oklahoma,Washita,2589
Corn,OK,Oklahoma,Washita,147
Sentinel,OK,Oklahoma,Washita,6351
Macomb,OK,Oklahoma,Pottawatomie,2960
McLoud,OK,Oklahoma,Pottawatomie,5286
Pink,OK,Oklahoma,Pottawatomie,3615
Tribbey,OK,Oklahoma,Pottawatomie,410
Wanette,OK,Oklahoma,Pottawatomie,1936
McCurtain,OK,Oklahoma,Haskell,2430
Tamaha,OK,Oklahoma,Haskell,4425
Whitefield,OK,Oklahoma,Haskell,1098
Panama,OK,Oklahoma,Le Flore,5979
Cameron,OK,Oklahoma,Le Flore,3279
Shady Point,OK,Oklahoma,Le Flore,2250
Spiro,OK,Oklahoma,Le Flore,4420
Talihina,OK,Oklahoma,Le Flore,6744
Wister,OK,Oklahoma,Le Flore,2241
Ninnekah,OK,Oklahoma,Grady,5474
Norge,OK,Oklahoma,Grady,3951
Verden,OK,Oklahoma,Grady,6336
Slaughterville,OK,Oklahoma,Cleveland,1126
Milan,NM,New Mexico,Cibola,6451
Maysville,OK,Oklahoma,McClain,5090
Byars,OK,Oklahoma,McClain,3463
Cole,OK,Oklahoma,McClain,2528
Washington,OK,Oklahoma,McClain,4052
Wayne,OK,Oklahoma,McClain,6517
Pittsburg,OK,Oklahoma,Pittsburg,6219
Canadian,OK,Oklahoma,Pittsburg,5389
Savanna,OK,Oklahoma,Pittsburg,3547
Calvin,OK,Oklahoma,Hughes,5695
Spaulding,OK,Oklahoma,Hughes,2013
Stuart,OK,Oklahoma,Hughes,3005
Yeager,OK,Oklahoma,Hughes,2834
Eastover,NC,North Carolina,Cumberland,2329
Los Ranchos de Albuquerque,NM,New Mexico,Bernalillo,3242
Tijeras,NM,New Mexico,Bernalillo,6964
Vaughn,NM,New Mexico,Guadalupe,89
Palisades,TX,Texas,Randall,3863
Mountain Park,OK,Oklahoma,Kiowa,1967
Mountain View,OK,Oklahoma,Kiowa,6481
Cooperton,OK,Oklahoma,Kiowa,5420
Willow,OK,Oklahoma,Greer,1694
Ballard,CA,California,Santa Barbara,5352
Casmalia,CA,California,Santa Barbara,5785
Cuyama,CA,California,Santa Barbara,2136
Mountainair,NM,New Mexico,Torrance,4290
Encino,NM,New Mexico,Torrance,6323
Willard,NM,New Mexico,Torrance,4411
Natural Steps,AR,Arkansas,Pulaski,396
Roland,AR,Arkansas,Pulaski,6269
Byng,OK,Oklahoma,Pontotoc,1829
Stonewall,OK,Oklahoma,Pontotoc,152
Bosque Farms,NM,New Mexico,Valencia,3579
Los Lunas,NM,New Mexico,Valencia,6371
Peralta,NM,New Mexico,Valencia,897
Grady,NM,New Mexico,Curry,5846
Melrose,NM,New Mexico,Curry,1143
Martha,OK,Oklahoma,Jackson,4382
Olustee,OK,Oklahoma,Jackson,4159
Medicine Park,OK,Oklahoma,Comanche,6896
Chattanooga,OK,Oklahoma,Comanche,3037
Sterling,OK,Oklahoma,Comanche,6582
Paoli,OK,Oklahoma,Garvin,6676
Stratford,OK,Oklahoma,Garvin,1196
Agua Dulce,CA,California,Los Angeles,6977
Castaic,CA,California,Los Angeles,4865
Fort Sumner,NM,New Mexico,DeBaca,4663
Phillips,OK,Oklahoma,Coal,3380
Central High,OK,Oklahoma,Stephens,4771
Velma,OK,Oklahoma,Stephens,2399
Caney,OK,Oklahoma,Atoka,59
Stringtown,OK,Oklahoma,Atoka,981
Tushka,OK,Oklahoma,Atoka,269
Clayton,OK,Oklahoma,Pushmataha,4918
Manitou,OK,Oklahoma,Tillman,1193
Tipton,OK,Oklahoma,Tillman,130
Causey,NM,New Mexico,Roosevelt,4314
Dora,NM,New Mexico,Roosevelt,5812
Floyd,NM,New Mexico,Roosevelt,768
Magdalena,NM,New Mexico,Socorro,4324
Reserve,NM,New Mexico,Catron,3232
Jenkinsville,SC,South Carolina,Fairfield,5319
Broomtown,AL,Alabama,Cherokee,726
Spring Garden,AL,Alabama,Cherokee,6795
Springer,OK,Oklahoma,Carter,2259
Tatums,OK,Oklahoma,Carter,4362
Mannsville,OK,Oklahoma,Johnston,6755
Milburn,OK,Oklahoma,Johnston,3607
Mill Creek,OK,Oklahoma,Johnston,235
Wapanucka,OK,Oklahoma,Johnston,3746
Temple,OK,Oklahoma,Cotton,1638
Millerton,OK,Oklahoma,McCurtain,2246
Smithville,OK,Oklahoma,McCurtain,6293
Valliant,OK,Oklahoma,McCurtain,1911
Wright City,OK,Oklahoma,McCurtain,1955
Miami,AZ,Arizona,Gila,6516
Payson,AZ,Arizona,Gila,2015
Star Valley,AZ,Arizona,Gila,462
Winkelman,AZ,Arizona,Gila,3868
Carrizo,AZ,Arizona,Gila,6812
Cedar Creek,AZ,Arizona,Gila,1563
Christopher Creek,AZ,Arizona,Gila,4692
Cutter,AZ,Arizona,Gila,6344
Jakes Corner,AZ,Arizona,Gila,4647
Kohls Ranch,AZ,Arizona,Gila,5153
Roosevelt,AZ,Arizona,Gila,1541
Rye,AZ,Arizona,Gila,2652
Tonto Village,AZ,Arizona,Gila,2482
Washington Park,AZ,Arizona,Gila,5526
Carrizozo,NM,New Mexico,Lincoln,655
Capitan,NM,New Mexico,Lincoln,4307
Corona,NM,New Mexico,Lincoln,3097
Ruidoso,NM,New Mexico,Lincoln,699
Twin,AL,Alabama,Marion,2624
Parker,AZ,Arizona,La Paz,5272
Brenda,AZ,Arizona,La Paz,253
Cienega Springs,AZ,Arizona,La Paz,1305
La Paz Valley,AZ,Arizona,La Paz,4484
Utting,AZ,Arizona,La Paz,5075
Vicksburg,AZ,Arizona,La Paz,2802
Matador,TX,Texas,Motley,5886
Paducah,TX,Texas,Cottle,3525
Springlake,TX,Texas,Lamb,4734
Cornish,OK,Oklahoma,Jefferson,2828
Sugden,OK,Oklahoma,Jefferson,5231
Terral,OK,Oklahoma,Jefferson,2684
Ballplay,AL,Alabama,Etowah,1875
Egypt,AL,Alabama,Etowah,6034
Gallant,AL,Alabama,Etowah,5043
Ivalee,AL,Alabama,Etowah,3749
Whitesboro,AL,Alabama,Etowah,1590
Chattahoochee Hills,GA,Georgia,Fulton,2694
New Woodville,OK,Oklahoma,Marshall,5367
Oakland,OK,Oklahoma,Marshall,5264
Mead,OK,Oklahoma,Bryan,4170
Caddo,OK,Oklahoma,Bryan,5129
Calera,OK,Oklahoma,Bryan,5932
Colbert,OK,Oklahoma,Bryan,2813
Silo,OK,Oklahoma,Bryan,2697
Sawyer,OK,Oklahoma,Choctaw,1472
Soper,OK,Oklahoma,Choctaw,1864
Wildomar,CA,California,Riverside,3157
Menifee,CA,California,Riverside,1914
Aguanga,CA,California,Riverside,5467
Anza,CA,California,Riverside,789
Desert Center,CA,California,Riverside,4215
Desert Edge,CA,California,Riverside,2182
Thackerville,OK,Oklahoma,Love,5641
New Edinburg,AR,Arkansas,Cleveland,4936
Rye,AR,Arkansas,Cleveland,2141
Staves,AR,Arkansas,Cleveland,3369
Woodlawn,AR,Arkansas,Cleveland,6641
Paradise Valley,AZ,Arizona,Maricopa,2238
Carefree,AZ,Arizona,Maricopa,3166
Cave Creek,AZ,Arizona,Maricopa,663
Wickenburg,AZ,Arizona,Maricopa,3557
Youngtown,AZ,Arizona,Maricopa,1543
Aguila,AZ,Arizona,Maricopa,1563
Anthem,AZ,Arizona,Maricopa,6910
Arlington,AZ,Arizona,Maricopa,4310
Citrus Park,AZ,Arizona,Maricopa,4521
Kaka,AZ,Arizona,Maricopa,155
Komatke,AZ,Arizona,Maricopa,1226
Morristown,AZ,Arizona,Maricopa,1775
Theba,AZ,Arizona,Maricopa,5311
Tonopah,AZ,Arizona,Maricopa,3882
Wintersburg,AZ,Arizona,Maricopa,5128
Wittmann,AZ,Arizona,Maricopa,2872
Dunwoody,GA,Georgia,DeKalb,2232
Choccolocco,AL,Alabama,Calhoun,844
Nances Creek,AL,Alabama,Calhoun,3433
White Plains,AL,Alabama,Calhoun,5958
Hollis Crossroads,AL,Alabama,Cleburne,3889
Collinsville,TX,Texas,Grayson,1125
Tioga,TX,Texas,Grayson,5750
Whitewright,TX,Texas,Grayson,3783
Knollwood,TX,Texas,Grayson,6697
Oak Ridge,TX,Texas,Cooke,4689
Valley View,TX,Texas,Cooke,6872
Windom,TX,Texas,Fannin,6226
Pinson,AL,Alabama,Jefferson,4209
Megargel,TX,Texas,Archer,5487
Windthorst,TX,Texas,Archer,3610
New Deal,TX,Texas,Lubbock,3991
Buffalo Springs,TX,Texas,Lubbock,3950
Whiteface,TX,Texas,Cochran,131
Opdyke West,TX,Texas,Hockley,1550
Smyer,TX,Texas,Hockley,1825
Clifton,AZ,Arizona,Greenlee,4747
Franklin,AZ,Arizona,Greenlee,5912
York,AZ,Arizona,Greenlee,3304
Munford,AL,Alabama,Talladega,1893
Fayetteville,AL,Alabama,Talladega,322
Pima,AZ,Arizona,Graham,550
Thatcher,AZ,Arizona,Graham,3177
Bryce,AZ,Arizona,Graham,5396
Bylas,AZ,Arizona,Graham,4269
Central,AZ,Arizona,Graham,1301
Fort Thomas,AZ,Arizona,Graham,4142
San Jose,AZ,Arizona,Graham,4923
Solomon,AZ,Arizona,Graham,5127
Tatum,NM,New Mexico,Lea,3279
Brantleyville,AL,Alabama,Shelby,5056
Dunnavant,AL,Alabama,Shelby,4961
Shelby,AL,Alabama,Shelby,4797
Sterrett,AL,Alabama,Shelby,2263
Vandiver,AL,Alabama,Shelby,2366
Boulevard,CA,California,San Diego,174
Campo,CA,California,San Diego,3220
Descanso,CA,California,San Diego,5676
Graham,AL,Alabama,Randolph,4962
Delta,AL,Alabama,Clay,4720
Hollins,AL,Alabama,Clay,1648
Millerville,AL,Alabama,Clay,4650
Williamsburg,NM,New Mexico,Sierra,4174
Wellton,AZ,Arizona,Yuma,3386
Aztec,AZ,Arizona,Yuma,5436
Dateland,AZ,Arizona,Yuma,5826
Martinez Lake,AZ,Arizona,Yuma,4793
Mammoth,AZ,Arizona,Pinal,1389
Superior,AZ,Arizona,Pinal,2514
Cactus Forest,AZ,Arizona,Pinal,5649
Kohatk,AZ,Arizona,Pinal,339
Picacho,AZ,Arizona,Pinal,6922
Red Rock,AZ,Arizona,Pinal,2309
Saddlebrooke,AZ,Arizona,Pinal,5778
Tat Momoli,AZ,Arizona,Pinal,5246
Vaiva Vo,AZ,Arizona,Pinal,5200
Northlake,TX,Texas,Denton,1614
Copper Canyon,TX,Texas,Denton,1157
Corral City,TX,Texas,Denton,6804
Shady Shores,TX,Texas,Denton,5391
Trophy Club,TX,Texas,Denton,293
Westlake,TX,Texas,Denton,195
Neylandville,TX,Texas,Hunt,1321
Union Valley,TX,Texas,Hunt,5054
New Hope,TX,Texas,Collin,5335
Miller's Cove,TX,Texas,Titus,194
Throckmorton,TX,Texas,Throckmorton,3037
Woodson,TX,Texas,Throckmorton,5581
Cloudcroft,NM,New Mexico,Otero,3359
Tularosa,NM,New Mexico,Otero,5873
Plains,TX,Texas,Yoakum,6045
Meadow,TX,Texas,Terry,6148
Mount Vernon,TX,Texas,Franklin,3539
Como,TX,Texas,Hopkins,6070
Tira,TX,Texas,Hopkins,3452
Marietta,TX,Texas,Cass,3745
Silver City,NM,New Mexico,Grant,1774
Santa Clara,NM,New Mexico,Grant,5347
Cusseta,AL,Alabama,Chambers,6539
Abanda,AL,Alabama,Chambers,2489
Fredonia,AL,Alabama,Chambers,3915
Penton,AL,Alabama,Chambers,3191
Standing Rock,AL,Alabama,Chambers,1132
Hackneyville,AL,Alabama,Tallapoosa,150
Our Town,AL,Alabama,Tallapoosa,3633
Reeltown,AL,Alabama,Tallapoosa,4552
Hissop,AL,Alabama,Coosa,3325
Mount Olive,AL,Alabama,Coosa,4127
Ray,AL,Alabama,Coosa,6888
Stewartville,AL,Alabama,Coosa,2089
Weogufka,AL,Alabama,Coosa,3628
Mesilla,NM,New Mexico,Dona Ana,6030
Hatch,NM,New Mexico,Dona Ana,6083
Yantis,TX,Texas,Wood,4649
Millsap,TX,Texas,Parker,2711
Sanctuary,TX,Texas,Parker,1459
Pantego,TX,Texas,Tarrant,1778
Westover Hills,TX,Texas,Tarrant,2425
Sunnyvale,TX,Texas,Dallas,933
Hope,NM,New Mexico,Eddy,4889
Loving,NM,New Mexico,Eddy,5229
Mabank,TX,Texas,Kaufman,1500
Oak Grove,TX,Texas,Kaufman,6911
Oak Ridge,TX,Texas,Kaufman,983
Scurry,TX,Texas,Kaufman,1086
Grays Prairie,TX,Texas,Kaufman,5679
Rosser,TX,Texas,Kaufman,140
Nesbitt,TX,Texas,Harrison,5062
Virden,NM,New Mexico,Hidalgo,63
Emerald Mountain,AL,Alabama,Elmore,3298
Holtville,AL,Alabama,Elmore,6365
Redland,AL,Alabama,Elmore,3672
Marbury,AL,Alabama,Autauga,4662
Pine Level,AL,Alabama,Autauga,6710
Winona,TX,Texas,Smith,1041
Columbus,NM,New Mexico,Luna,277
Byram,MS,Mississippi,Hinds,3707
Venus,TX,Texas,Johnson,4476
Milford,TX,Texas,Ellis,3597
Palmer,TX,Texas,Ellis,6215
Coahoma,TX,Texas,Howard,553
Merkel,TX,Texas,Taylor,2255
Trent,TX,Texas,Taylor,5525
Carbon,TX,Texas,Eastland,6609
Marana,AZ,Arizona,Pima,5169
Oro Valley,AZ,Arizona,Pima,2397
Ak Chin,AZ,Arizona,Pima,1013
Ali Chuk,AZ,Arizona,Pima,3606
Ali Chukson,AZ,Arizona,Pima,3632
Ali Molina,AZ,Arizona,Pima,5938
